divisi,blok,blok_b,t_tanam,n_baris,n_pokok,objectid,ndre125,klassndre12025,ket
AME II,D09,D009A,2009,94,15,32314,0.429326542,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,94,16,32313,0.469816549,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,1,32308,0.406482154,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,2,30292,0.423719667,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,3,30304,0.441647961,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,4,30299,0.376987982,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,95,5,30294,0.404035104,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,6,30293,0.421186239,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,7,30290,0.402286368,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,8,30291,0.432359072,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,9,30285,0.44579648,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,10,30296,0.438548207,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,11,30288,0.382882377,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,95,12,30298,0.428159583,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,13,30301,0.455907236,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,14,30307,0.477547727,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,15,30302,0.446328815,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,95,16,30300,0.399164042,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,95,17,30289,0.415807018,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,1,32304,0.418799496,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,2,30274,0.456816616,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,3,30275,0.391003253,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,96,4,30280,0.392882961,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,96,5,30265,0.401498379,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,6,30277,0.456283109,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,7,30269,0.418252667,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,8,30273,0.405123627,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,9,30284,0.421480657,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,10,30278,0.431697365,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,11,30279,0.457613937,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,12,30287,0.41232119,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,13,30286,0.422499857,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,14,32306,0.428656325,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,15,32312,0.453163961,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,96,16,32305,0.436172066,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,1,30250,0.397446689,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,97,2,30261,0.45485589,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,3,30272,0.46079191,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,4,30260,0.4675994,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,5,30254,0.431971717,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,6,30249,0.390500234,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,97,7,30262,0.394592873,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,97,8,30267,0.393045137,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,97,9,30270,0.390671281,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,97,10,30266,0.460889481,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,11,30243,0.448682262,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,12,30256,0.492341243,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,13,30251,0.475410943,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,14,30271,0.470933934,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,15,30257,0.435607993,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,16,30241,0.412672969,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,17,30252,0.428730805,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,18,30263,0.419155345,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,19,30246,0.388930112,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,97,20,30255,0.431061431,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,21,30258,0.488996457,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,22,30268,0.418094553,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,23,30242,0.430311128,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,24,30264,0.448402358,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,25,30248,0.452366476,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,26,32302,0.427036049,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,97,27,32303,0.469057337,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,1,30238,0.42952923,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,2,30232,0.460465619,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,3,32300,0.478753295,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,4,30224,0.442595567,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,5,30233,0.423263458,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,6,30239,0.406508422,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,7,30237,0.36529256,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,98,8,30225,0.380950872,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,98,9,30228,0.4522342,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,10,30240,0.432379809,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,11,30235,0.433923904,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,12,30219,0.418125665,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,13,30230,0.414999593,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,14,30220,0.383526157,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,98,15,30236,0.424696293,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,16,30234,0.408773627,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,17,30227,0.419308937,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,18,30221,0.386917237,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,98,19,30229,0.356993004,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,98,20,30222,0.38410697,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,98,21,32299,0.446625524,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,22,32298,0.454837299,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,98,23,32297,0.456898371,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,1,30206,0.443243584,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,2,30214,0.461184184,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,3,30212,0.459145443,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,4,30205,0.454263619,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,5,30216,0.424817614,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,6,30217,0.408687698,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,7,30207,0.40171276,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,8,30218,0.442086825,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,9,30210,0.445875135,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,10,30197,0.425692586,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,11,30204,0.432824511,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,12,30200,0.432168713,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,13,30198,0.428418163,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,14,30203,0.444848199,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,15,30199,0.445087288,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,16,30201,0.385686548,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,99,17,30196,0.384205025,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,99,18,30202,0.402316163,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,19,32295,0.422513408,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,99,20,32296,0.437730197,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,1,32293,0.432557691,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,2,30189,0.462447179,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,3,30192,0.469060173,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,4,30191,0.462078326,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,5,30193,0.424074884,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,6,30185,0.409617537,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,7,30194,0.39216555,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,100,8,30195,0.420161342,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,9,30186,0.408449134,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,10,30190,0.437894545,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,11,30184,0.421318379,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,12,30178,0.417032267,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,13,30181,0.421482577,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,14,30179,0.40293583,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,15,30177,0.42215322,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,16,30170,0.400120276,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,17,30297,0.357901287,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,100,18,30180,0.430300137,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,19,30188,0.489429607,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,20,30183,0.429245604,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,21,30182,0.446995324,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,22,30155,0.39196757,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,100,23,30160,0.425142773,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,24,32291,0.4017512,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,25,32286,0.472133557,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,100,26,32290,0.46159407,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,1,30167,0.436680589,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,2,30162,0.490221103,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,3,30163,0.451618675,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,4,30169,0.381587294,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,101,5,30174,0.415374252,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,6,30164,0.398862197,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,101,7,30161,0.383200685,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,101,8,30173,0.431825729,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,9,30166,0.432732879,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,10,30165,0.382508142,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,101,11,30158,0.394594268,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,101,12,30152,0.384920526,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,101,13,30157,0.432026159,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,14,32284,0.415888046,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,15,30153,0.452182435,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,16,30156,0.39783797,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,101,17,32281,0.415864972,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,101,18,32280,0.474498986,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,1,32275,0.420389942,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,2,30147,0.446699663,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,3,30141,0.428571739,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,4,30145,0.416368808,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,5,30146,0.430903715,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,6,30139,0.389596037,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,102,7,30142,0.396390085,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,102,8,30151,0.430377892,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,9,30143,0.405705814,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,10,30144,0.389033472,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,102,11,30137,0.393619212,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,102,12,30138,0.411281943,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,13,30134,0.42151139,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,14,30135,0.425563009,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,15,32283,0.463209839,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,16,30133,0.406859211,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,17,30136,0.407515396,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,102,18,30129,0.432603802,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,1,30127,0.445763779,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,2,30120,0.434342403,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,3,30123,0.315668401,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,103,4,30115,0.399937462,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,103,5,30124,0.416577737,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,6,30112,0.388921576,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,103,7,30119,0.388093556,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,103,8,30125,0.44338131,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,9,30128,0.446077288,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,10,30114,0.454953987,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,11,30121,0.414401523,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,12,30122,0.406503434,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,13,30116,0.395366305,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,103,14,30117,0.450674651,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,15,30110,0.474097493,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,16,30132,0.412630063,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,17,30118,0.415906039,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,18,30131,0.384335665,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,103,19,30111,0.424131666,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,20,32276,0.444374008,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,103,21,32278,0.448248726,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,1,30097,0.419322535,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,2,30103,0.44480575,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,3,30104,0.453359724,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,4,30106,0.42335526,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,5,30098,0.432635176,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,6,30101,0.43223531,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,7,30092,0.421893236,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,8,30109,0.440765957,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,9,30108,0.458045518,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,10,30095,0.460006989,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,11,30099,0.405188857,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,12,30102,0.41729108,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,13,30090,0.378990375,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,104,14,30093,0.447233178,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,15,30107,0.457895102,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,16,32273,0.434588587,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,17,30105,0.427131194,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,18,30094,0.420630295,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,19,30091,0.420953215,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,20,30100,0.410067817,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,21,32272,0.400797305,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,22,32271,0.446880981,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,104,23,32270,0.467068501,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,1,32266,0.413315525,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,2,30078,0.4243317,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,3,30074,0.454831207,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,4,30071,0.467236493,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,5,30085,0.43980341,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,6,30080,0.434287984,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,7,30077,0.423080845,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,8,30075,0.420254979,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,9,30086,0.442159609,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,10,30087,0.446403002,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,11,30084,0.446639038,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,12,30081,0.461931251,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,13,30079,0.434291835,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,14,30070,0.389811712,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,105,15,30068,0.417797093,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,16,30066,0.421025248,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,17,30072,0.470460927,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,18,30073,0.4031672,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,19,30069,0.422941739,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,20,30067,0.414013314,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,21,30082,0.37400518,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,105,22,30083,0.403858725,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,23,32267,0.419142106,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,24,32268,0.430040335,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,105,25,32269,0.415852247,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,1,30064,0.421194677,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,2,30058,0.41196722,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,3,30051,0.436784522,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,4,32317,0.422856722,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,5,30063,0.456942056,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,6,30049,0.403669844,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,7,30059,0.396023677,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,106,8,30052,0.420001891,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,9,30053,0.409931353,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,10,30048,0.439403665,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,11,30060,0.431117136,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,12,30045,0.377720943,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,106,13,30043,0.356223158,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,106,14,30054,0.445746503,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,15,30062,0.450538406,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,16,30076,0.34271456,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,106,17,30055,0.439582476,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,18,30057,0.431162837,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,19,30050,0.38450019,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,106,20,30047,0.38334973,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,106,21,30044,0.376507331,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,106,22,32265,0.417222406,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,23,32264,0.423477309,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,106,24,32263,0.417361164,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,1,30040,0.414906771,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,2,30041,0.470084236,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,3,30036,0.446703131,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,4,32258,0.409218133,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,5,30037,0.411818089,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,6,30035,0.395078946,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,107,7,30039,0.414946143,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,8,30025,0.438122498,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,9,30027,0.465295579,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,10,30042,0.41850253,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,11,30031,0.399508665,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,107,12,30023,0.39981038,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,107,13,32259,0.397189457,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,107,14,30022,0.411209325,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,15,30028,0.41344507,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,16,30029,0.480594045,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,17,30032,0.467746099,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,18,30024,0.412813115,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,19,30030,0.425230201,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,20,30026,0.44216294,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,21,30021,0.404802992,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,22,30033,0.412915225,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,23,32260,0.444105805,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,24,32261,0.471042855,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,107,25,32262,0.438889584,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,1,32256,0.403182442,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,2,30020,0.47389032,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,3,30014,0.480784903,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,4,30016,0.421934755,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,5,30008,0.411054318,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,6,30013,0.388811298,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,108,7,30018,0.399131326,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,108,8,30009,0.416488105,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,9,30006,0.448388137,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,10,30003,0.433536095,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,11,30010,0.449644671,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,12,30011,0.392110639,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,108,13,30000,0.406272432,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,14,30012,0.379443651,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,108,15,30005,0.409771899,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,16,30002,0.445806709,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,17,30007,0.420481956,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,18,30015,0.408022322,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,19,30019,0.40656154,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,20,30001,0.404367269,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,21,30017,0.42757299,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,22,32255,0.438593295,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,108,23,32254,0.485090842,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,1,32250,0.338486406,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,109,2,29993,0.452581663,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,3,29998,0.488240442,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,4,29981,0.487954214,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,5,29999,0.424273122,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,6,29987,0.40386519,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,7,29989,0.422292808,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,8,29995,0.392905977,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,109,9,29997,0.437782247,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,10,29994,0.442366806,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,11,29996,0.442481712,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,12,29982,0.430795033,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,13,29978,0.370143218,Stres Berat,Pokok Utama
AME II,D09,D009A,2009,109,14,29979,0.422077937,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,15,29976,0.412799054,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,16,29988,0.464127149,Stres Sedang,Pokok Utama
AME II,D09,D009A,2009,109,17,29975,0.470668424,Stres Sedang,Pokok Utama
